snapshot_id,captured_at,season,player_id,player_name,team,player_type,role_or_position,pa,ab,hits,home_runs,walks,strikeouts,batting_average,obp,slg,ops,iso,bb_rate,k_rate,hr_rate,bb_k_ratio,contact_score,power_score,discipline_score,hitter_value_score,innings_pitched,earned_runs,hits_allowed,home_runs_allowed,era,whip,k_bb_ratio,hr_allowed_rate,run_prevention_score,strikeout_score,command_score,pitcher_value_score,player_value_score
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000002289,陳重廷,統一7-ELEVEn獅,打者,野手,42.0,42.0,8.0,0.0,0,7,0.19,0.19,0.238,0.428,0.048,0.0,0.1667,0.0,0.0,19.0,8.5,29.2,19.5,,,,,,,,,,,,,19.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006928,林家鋐,台鋼雄鷹,打者,野手,51.0,39.0,7.0,0.0,6,11,0.179,0.34,0.179,0.519,0.0,0.1176,0.2157,0.0,0.91,17.9,0.0,57.7,23.9,,,,,,,,,,,,,23.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000001606,林岱安,富邦悍將,打者,野手,31.0,29.0,1.0,0.0,1,7,0.034,0.067,0.034,0.101,0.0,0.0323,0.2258,0.0,0.14,3.4000000000000004,0.0,34.3,8.1,,,,,,,,,,,,,8.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000003533,藍寅倫,台鋼雄鷹,打者,野手,47.0,42.0,15.0,1.0,4,8,0.357,0.404,0.429,0.833,0.072,0.0851,0.1702,0.0213,0.5,35.7,21.2,49.4,37.5,,,,,,,,,,,,,37.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005546,拿莫．伊漾,味全龍,打者,野手,34.0,30.0,9.0,3.0,3,11,0.3,0.382,0.667,1.049,0.367,0.0882,0.3235,0.0882,0.36,30.0,100.0,43.2,56.1,,,,,,,,,,,,,56.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000000361,張洺瑀,富邦悍將,打者,野手,74.0,63.0,14.0,0.0,11,18,0.222,0.338,0.27,0.608,0.048,0.1486,0.2432,0.0,0.61,22.2,8.5,59.3,28.7,,,,,,,,,,,,,28.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006872,林岳谷,富邦悍將,打者,野手,66.0,59.0,17.0,0.0,4,9,0.288,0.328,0.322,0.65,0.034,0.0606,0.1364,0.0,0.44,28.8,6.0,45.5,28.4,,,,,,,,,,,,,28.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000000153,林承飛,樂天桃猿,打者,野手,69.0,64.0,12.0,0.0,4,13,0.188,0.235,0.203,0.438,0.015,0.058,0.1884,0.0,0.31,18.8,2.7,41.9,20.4,,,,,,,,,,,,,20.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005306,許哲晏,統一7-ELEVEn獅,打者,野手,49.0,41.0,3.0,0.0,4,6,0.073,0.149,0.098,0.247,0.025,0.0816,0.1224,0.0,0.67,7.3,4.4,52.1,15.7,,,,,,,,,,,,,15.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007589,許賀捷,樂天桃猿,打者,野手,29.0,25.0,1.0,0.0,3,9,0.04,0.143,0.04,0.183,0.0,0.1034,0.3103,0.0,0.33,4.0,0.0,46.1,11.8,,,,,,,,,,,,,11.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,BAT0001,邦力多,富邦悍將,打者,野手,75.0,70.0,16.0,0.0,5,13,0.229,0.28,0.271,0.551,0.042,0.0667,0.1733,0.0,0.38,22.9,7.4,44.7,25.2,,,,,,,,,,,,,25.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006726,李展毅,味全龍,打者,野手,54.0,50.0,12.0,0.0,4,12,0.24,0.296,0.34,0.636,0.1,0.0741,0.2222,0.0,0.33,24.0,17.7,43.9,29.2,,,,,,,,,,,,,29.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007591,張育豪,富邦悍將,打者,野手,40.0,33.0,6.0,0.0,4,13,0.182,0.27,0.212,0.482,0.03,0.1,0.325,0.0,0.31,18.2,5.3,44.7,22.2,,,,,,,,,,,,,22.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006847,田子杰,統一7-ELEVEn獅,打者,野手,54.0,50.0,9.0,1.0,3,13,0.18,0.226,0.28,0.506,0.1,0.0556,0.2407,0.0185,0.23,18.0,25.1,38.9,25.8,,,,,,,,,,,,,25.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006879,冉皓燐,味全龍,打者,野手,24.0,23.0,4.0,0.0,1,5,0.174,0.208,0.217,0.425,0.043,0.0417,0.2083,0.0,0.2,17.4,7.6,37.2,20.1,,,,,,,,,,,,,20.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006732,陳統恩,中信兄弟,打者,野手,32.0,27.0,4.0,0.0,4,4,0.148,0.281,0.148,0.429,0.0,0.125,0.125,0.0,1.25,14.8,0.0,65.6,22.5,,,,,,,,,,,,,22.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005333,湯家豪,台鋼雄鷹,打者,野手,27.0,22.0,6.0,0.0,5,3,0.273,0.407,0.273,0.68,0.0,0.1852,0.1111,0.0,1.67,27.3,0.0,81.1,32.9,,,,,,,,,,,,,32.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006931,黃劼希,台鋼雄鷹,打者,野手,40.0,35.0,7.0,1.0,3,9,0.2,0.3,0.343,0.643,0.143,0.075,0.225,0.025,0.56,20.0,35.2,46.2,32.4,,,,,,,,,,,,,32.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006858,陳佳樂,樂天桃猿,打者,野手,56.0,52.0,9.0,1.0,1,12,0.173,0.214,0.231,0.445,0.058,0.0179,0.2143,0.0179,0.25,17.299999999999997,17.4,33.2,21.9,,,,,,,,,,,,,21.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007631,朱盟,台鋼雄鷹,打者,野手,28.0,27.0,4.0,0.0,0,6,0.148,0.148,0.185,0.333,0.037,0.0,0.2143,0.0,0.0,14.8,6.6,27.5,15.9,,,,,,,,,,,,,15.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006843,潘磊,統一7-ELEVEn獅,打者,野手,39.0,37.0,5.0,1.0,0,11,0.135,0.154,0.216,0.37,0.081,0.0,0.2821,0.0256,0.09,13.5,24.5,26.0,19.8,,,,,,,,,,,,,19.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000001339,林祖傑,統一7-ELEVEn獅,打者,野手,36.0,30.0,4.0,0.0,4,7,0.133,0.235,0.2,0.435,0.067,0.1111,0.1944,0.0,0.57,13.3,11.9,53.9,22.9,,,,,,,,,,,,,22.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000003211,王勝偉,富邦悍將,打者,野手,36.0,29.0,6.0,1.0,4,8,0.207,0.324,0.31,0.634,0.103,0.1111,0.2222,0.0278,0.63,20.7,29.3,53.5,32.3,,,,,,,,,,,,,32.3
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000003183,張志豪,中信兄弟,打者,野手,50.0,43.0,6.0,0.0,3,9,0.14,0.18,0.163,0.343,0.023,0.06,0.18,0.0,0.33,14.000000000000002,4.1,42.8,17.8,,,,,,,,,,,,,17.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000004643,胡冠俞,台鋼雄鷹,打者,野手,30.0,26.0,5.0,0.0,2,9,0.192,0.276,0.231,0.507,0.039,0.0667,0.3,0.0,0.33,19.2,6.9,39.8,22.6,,,,,,,,,,,,,22.6
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007312,張趙紘,樂天桃猿,打者,野手,42.0,36.0,6.0,0.0,6,10,0.167,0.286,0.222,0.508,0.055,0.1429,0.2381,0.0,0.6,16.7,9.7,58.4,25.5,,,,,,,,,,,,,25.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005553,張祐銘,味全龍,打者,野手,26.0,23.0,6.0,0.0,1,4,0.261,0.346,0.391,0.737,0.13,0.0385,0.1538,0.0,0.75,26.1,23.0,44.0,33.0,,,,,,,,,,,,,33.0
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006835,顏清浤,台鋼雄鷹,打者,野手,18.0,16.0,4.0,0.0,1,4,0.25,0.294,0.25,0.544,0.0,0.0556,0.2222,0.0,0.25,25.0,0.0,39.7,23.2,,,,,,,,,,,,,23.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006926,陳致嘉,台鋼雄鷹,打者,野手,13.0,12.0,2.0,0.0,0,4,0.167,0.167,0.25,0.417,0.083,0.0,0.3077,0.0,0.0,16.7,14.7,24.2,19.3,,,,,,,,,,,,,19.3
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006728,陳思仲,味全龍,打者,野手,18.0,16.0,1.0,0.0,1,7,0.063,0.167,0.063,0.23,0.0,0.0556,0.3889,0.0,0.29,6.3,0.0,34.3,11.6,,,,,,,,,,,,,11.6
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006224,林吳晉瑋,中信兄弟,打者,野手,15.0,11.0,3.0,0.0,3,2,0.273,0.429,0.273,0.702,0.0,0.2,0.1333,0.0,1.5,27.3,0.0,81.3,33.4,,,,,,,,,,,,,33.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007822,威克,樂天桃猿,打者,野手,49.0,46.0,12.0,3.0,2,8,0.261,0.306,0.478,0.784,0.217,0.0408,0.1633,0.0612,0.38,26.1,62.7,40.4,41.5,,,,,,,,,,,,,41.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000002282,張閔勛,樂天桃猿,打者,野手,25.0,21.0,3.0,0.0,4,2,0.143,0.28,0.143,0.423,0.0,0.12,0.08,0.0,2.0,14.3,0.0,73.8,23.4,,,,,,,,,,,,,23.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005496,辛元旭,富邦悍將,打者,野手,18.0,18.0,2.0,0.0,0,5,0.111,0.111,0.111,0.222,0.0,0.0,0.2778,0.0,0.0,11.1,0.0,25.3,11.0,,,,,,,,,,,,,11.0
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005656,李聖裕,中信兄弟,打者,野手,21.0,19.0,5.0,0.0,2,7,0.263,0.333,0.263,0.596,0.0,0.0952,0.3333,0.0,0.29,26.3,0.0,43.4,25.2,,,,,,,,,,,,,25.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005567,林瑞鈞,中信兄弟,打者,野手,20.0,17.0,4.0,1.0,2,6,0.235,0.35,0.471,0.821,0.236,0.1,0.3,0.05,0.5,23.5,61.6,47.5,42.6,,,,,,,,,,,,,42.6
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000002304,吳明鴻,台鋼雄鷹,打者,野手,14.0,13.0,2.0,0.0,0,3,0.154,0.154,0.154,0.308,0.0,0.0,0.2143,0.0,0.0,15.4,0.0,27.5,14.1,,,,,,,,,,,,,14.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000002305,王正棠,富邦悍將,打者,野手,14.0,13.0,2.0,0.0,1,1,0.154,0.214,0.154,0.368,0.0,0.0714,0.0714,0.0,1.0,15.4,0.0,55.4,19.7,,,,,,,,,,,,,19.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000000910,張進德,富邦悍將,打者,野手,15.0,14.0,1.0,0.0,1,3,0.071,0.133,0.071,0.204,0.0,0.0667,0.2,0.0,0.33,7.1,0.0,43.3,12.5,,,,,,,,,,,,,12.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007605,王翾祐,統一7-ELEVEn獅,打者,野手,31.0,27.0,10.0,0.0,3,4,0.37,0.433,0.481,0.914,0.111,0.0968,0.129,0.0,0.75,37.0,19.7,55.4,40.2,,,,,,,,,,,,,40.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007282,陳九登,中信兄弟,打者,野手,18.0,15.0,5.0,0.0,3,4,0.333,0.444,0.4,0.844,0.067,0.1667,0.2222,0.0,0.75,33.300000000000004,11.9,64.7,37.7,,,,,,,,,,,,,37.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000003174,郭永維,台鋼雄鷹,打者,野手,18.0,17.0,5.0,0.0,1,3,0.294,0.333,0.294,0.627,0.0,0.0556,0.1667,0.0,0.33,29.4,0.0,42.5,26.4,,,,,,,,,,,,,26.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006213,何恆佑,統一7-ELEVEn獅,打者,野手,21.0,20.0,2.0,0.0,0,8,0.1,0.1,0.1,0.2,0.0,0.0,0.381,0.0,0.0,10.0,0.0,21.7,9.8,,,,,,,,,,,,,9.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007091,高捷,富邦悍將,打者,野手,11.0,10.0,2.0,0.0,1,2,0.2,0.273,0.2,0.473,0.0,0.0909,0.1818,0.0,0.5,20.0,0.0,50.0,22.1,,,,,,,,,,,,,22.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007036,戴伯丞,統一7-ELEVEn獅,打者,野手,16.0,15.0,2.0,0.0,0,5,0.133,0.133,0.133,0.266,0.0,0.0,0.3125,0.0,0.0,13.3,0.0,24.1,12.3,,,,,,,,,,,,,12.3
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007806,道威聖,樂天桃猿,打者,野手,23.0,21.0,3.0,0.0,1,9,0.143,0.217,0.143,0.36,0.0,0.0435,0.3913,0.0,0.22,14.3,0.0,31.3,15.7,,,,,,,,,,,,,15.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006909,豊暐,富邦悍將,打者,野手,7.0,7.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,20.0,3.0,,,,,,,,,,,,,3.0
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000000356,石翔宇,味全龍,打者,野手,3.0,3.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,11.7,1.8,,,,,,,,,,,,,1.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007308,許博閎,味全龍,打者,野手,3.0,3.0,1.0,0.0,0,0,0.333,0.333,0.333,0.666,0.0,0.0,0.0,0.0,0.0,33.300000000000004,0.0,35.0,26.9,,,,,,,,,,,,,26.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007313,曾冠傑,樂天桃猿,打者,野手,9.0,8.0,2.0,0.0,1,3,0.25,0.333,0.25,0.583,0.0,0.1111,0.3333,0.0,0.33,25.0,0.0,46.6,25.1,,,,,,,,,,,,,25.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005310,陳真,富邦悍將,打者,野手,15.0,15.0,3.0,0.0,0,5,0.2,0.2,0.2,0.4,0.0,0.0,0.3333,0.0,0.0,20.0,0.0,23.3,16.5,,,,,,,,,,,,,16.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000003645,柯育民,統一7-ELEVEn獅,打者,野手,11.0,10.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.0,0.0,0.0,22.3,3.3,,,,,,,,,,,,,3.3
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007629,顏采丞,台鋼雄鷹,打者,野手,10.0,10.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,28.0,4.2,,,,,,,,,,,,,4.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007291,全紹凱,統一7-ELEVEn獅,打者,野手,12.0,12.0,3.0,0.0,0,1,0.25,0.25,0.25,0.5,0.0,0.0,0.0833,0.0,0.0,25.0,0.0,32.1,21.1,,,,,,,,,,,,,21.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000000753,杜家明,台鋼雄鷹,打者,野手,12.0,12.0,1.0,0.0,0,1,0.083,0.083,0.083,0.166,0.0,0.0,0.0833,0.0,0.0,8.3,0.0,32.1,10.2,,,,,,,,,,,,,10.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005536,歐晉,樂天桃猿,打者,野手,8.0,6.0,0.0,0.0,2,1,0.0,0.25,0.0,0.25,0.0,0.25,0.125,0.0,2.0,0.0,0.0,95.6,20.0,,,,,,,,,,,,,20.0
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007086,楊祥禾,中信兄弟,打者,野手,2.0,2.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.5,2.6,,,,,,,,,,,,,2.6
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006938,吳柏萱,台鋼雄鷹,打者,野手,9.0,9.0,3.0,0.0,0,2,0.333,0.333,0.333,0.666,0.0,0.0,0.2222,0.0,0.0,33.300000000000004,0.0,27.2,25.7,,,,,,,,,,,,,25.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000001118,高國麟,富邦悍將,打者,野手,6.0,6.0,2.0,0.0,0,0,0.333,0.333,0.333,0.666,0.0,0.0,0.0,0.0,0.0,33.300000000000004,0.0,35.0,26.9,,,,,,,,,,,,,26.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005296,董秉軒,台鋼雄鷹,打者,野手,5.0,5.0,1.0,0.0,0,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,35.0,18.2,,,,,,,,,,,,,18.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006770,邱邦,樂天桃猿,打者,野手,2.0,2.0,1.0,0.0,0,0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,35.0,37.8,,,,,,,,,,,,,37.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006955,余羿賢,統一7-ELEVEn獅,打者,野手,2.0,2.0,1.0,0.0,0,1,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,50.0,0.0,17.5,35.1,,,,,,,,,,,,,35.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006856,董順傑,樂天桃猿,打者,野手,5.0,5.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,14.0,2.1,,,,,,,,,,,,,2.1
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007297,楊泯貽,富邦悍將,打者,野手,5.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007298,盧柏華,富邦悍將,打者,野手,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007013,陳飛霖,台鋼雄鷹,打者,野手,4.0,3.0,0.0,0.0,1,1,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,1.0,0.0,0.0,81.2,17.8,,,,,,,,,,,,,17.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006930,黃秉揚,台鋼雄鷹,打者,野手,3.0,3.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,23.3,3.5,,,,,,,,,,,,,3.5
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005563,姚冠瑋,味全龍,打者,野手,2.0,2.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.5,2.6,,,,,,,,,,,,,2.6
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000003339,林哲瑄,富邦悍將,打者,野手,1.0,1.0,1.0,0.0,0,0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.0,70.2,,,,,,,,,,,,,70.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007610,吳承皓,味全龍,打者,野手,4.0,3.0,1.0,0.0,1,0,0.333,0.5,0.333,0.833,0.0,0.25,0.0,0.0,0.0,33.300000000000004,0.0,80.0,37.4,,,,,,,,,,,,,37.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007315,游承勳,樂天桃猿,打者,野手,4.0,4.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,26.2,3.9,,,,,,,,,,,,,3.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007602,吳柏賢,統一7-ELEVEn獅,打者,野手,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005538,黃柏豪,味全龍,打者,野手,1.0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000000771,陳琥,中信兄弟,打者,野手,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000001232,江忠城,中信兄弟,打者,野手,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007088,徐博瑋,中信兄弟,打者,野手,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006221,劉貴元,中信兄弟,打者,野手,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.2,,,,,,,,,,,,,5.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005555,陳冠偉,味全龍,投手,投手,,,,,7,26,,,,,,0.0496,0.1844,,,,,,,37.333,7.0,26.0,1.0,1.69,0.88,3.71,0.0071,92.2,36.9,63.1,69.6,69.6
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005788,林凱威,味全龍,投手,投手,,,,,10,23,,,,,,0.0649,0.1494,,,,,,,37.0,12.0,33.0,2.0,2.92,1.16,2.3,0.013,88.3,29.9,54.7,63.6,63.6
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005561,李建勳,富邦悍將,投手,投手,,,,,15,29,,,,,,0.1,0.1933,,,,,,,32.667,18.0,36.0,2.0,4.96,1.56,1.93,0.0133,82.1,38.7,49.4,61.4,61.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000000941,陳冠宇,樂天桃猿,投手,投手,,,,,13,41,,,,,,0.0903,0.2847,,,,,,,36.333,9.0,25.0,2.0,2.23,1.05,3.15,0.0139,90.2,56.9,56.3,71.7,71.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006832,陳柏清,台鋼雄鷹,投手,投手,,,,,12,27,,,,,,0.0759,0.1709,,,,,,,38.667,14.0,35.0,2.0,3.26,1.22,2.25,0.0127,87.3,34.2,53.4,63.9,63.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000003639,呂彥青,中信兄弟,投手,投手,,,,,6,29,,,,,,0.0476,0.2302,,,,,,,34.0,5.0,20.0,1.0,1.32,0.76,4.83,0.0079,93.5,46.0,68.8,74.2,74.2
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000007293,鍾允華,統一7-ELEVEn獅,投手,投手,,,,,14,33,,,,,,0.0946,0.223,,,,,,,34.667,10.0,32.0,1.0,2.6,1.33,2.36,0.0068,88.1,44.6,52.1,66.4,66.4
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005790,張奕,富邦悍將,投手,投手,,,,,13,27,,,,,,0.0897,0.1862,,,,,,,35.0,8.0,32.0,2.0,2.06,1.29,2.08,0.0138,89.4,37.2,51.2,64.9,64.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006870,林栚呈,富邦悍將,投手,投手,,,,,16,16,,,,,,0.1103,0.1103,,,,,,,33.667,11.0,28.0,2.0,2.94,1.31,1.0,0.0138,87.5,22.1,43.8,58.0,58.0
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000002280,廖任磊,富邦悍將,投手,投手,,,,,15,9,,,,,,0.1119,0.0672,,,,,,,30.333,15.0,31.0,0.0,4.45,1.52,0.6,0.0,83.3,13.4,41.7,53.3,53.3
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000001821,林子昱,味全龍,投手,投手,,,,,6,15,,,,,,0.0465,0.1163,,,,,,,31.333,10.0,32.0,1.0,2.87,1.21,2.5,0.0078,88.1,23.3,57.5,62.7,62.7
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006818,髙塩將樹,統一7-ELEVEn獅,投手,投手,,,,,9,18,,,,,,0.0667,0.1333,,,,,,,31.667,11.0,32.0,1.0,3.13,1.29,2.0,0.0074,87.2,26.7,53.1,61.8,61.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005509,莊昕諺,樂天桃猿,投手,投手,,,,,16,21,,,,,,0.1119,0.1469,,,,,,,34.333,6.0,25.0,1.0,1.57,1.19,1.31,0.007,90.9,29.4,45.2,61.8,61.8
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000005558,蘇俊璋,樂天桃猿,投手,投手,,,,,7,21,,,,,,0.0654,0.1963,,,,,,,26.667,9.0,23.0,0.0,3.04,1.13,3.0,0.0,88.2,39.3,58.1,66.9,66.9
20260809T111407Z-8d420d681046,2026-08-09T11:14:07+00:00,2026,0000006227,曾峻岳,富邦悍將,投手,投手,,,,,7,45,,,,,,0.0538,0.3462,,,,,,,33.667,5.0,26.0,1.0,1.34,0.98,6.43,0.0077,92.4,69.2,76.0,81.7,81.7
